ts,fundingRate,fundingRateLong,fundingRateShort,oraclePriceTwap,markPriceTwap,periodRevenue
1751011201,0.512203291,0.512203291,0.512203291,107285.565970,107276.401736,-8319.930043
1751014801,0.621845750,0.621845750,0.621845750,107054.812567,107048.325903,1165.446478
1751018457,0.659722083,0.659722083,0.659722083,107035.729403,107030.155588,8986.839093
1751022003,0.689768166,0.689768166,0.689768166,107059.904809,107055.047265,-4844.128531
1751025602,0.700814916,0.700814916,0.700814916,107041.853571,107037.264759,-227.686398
1751029207,0.628085250,0.628085250,0.628085250,106973.208838,106966.888243,-11056.500068
1751032860,0.622174166,0.622174166,0.622174166,106850.423684,106843.985780,4845.150135
1751036412,0.514540750,0.514540750,0.514540750,106713.548568,106704.554837,-8799.931047
1751040004,0.630002708,0.630002708,0.630002708,106879.177063,106872.921293,23256.744347
1751043610,0.567990791,0.567990791,0.567990791,107228.668114,107220.854160,4765.011996
1751047210,0.388182083,0.388182083,0.388182083,107077.285182,107065.186095,-22251.766284
1751050815,0.423229833,0.423229833,0.423229833,106851.529212,106840.316423,-4369.407799
1751054410,0.584607958,0.584607958,0.584607958,106870.685894,106863.342348,4598.024966
1751058005,0.644242208,0.644242208,0.644242208,107017.227608,107011.285976,9017.982541
1751061607,0.649747916,0.649747916,0.649747916,107127.710447,107121.878855,-2270.036695
1751065209,0.732290708,0.732290708,0.732290708,107164.245396,107160.387524,1658.277056
1751068814,0.704191750,0.704191750,0.704191750,107115.786198,107111.263643,-1939.954574
1751072403,0.687342916,0.687342916,0.687342916,107081.758078,107076.837957,1586.423980
1751076015,0.713446083,0.713446083,0.713446083,107027.981264,107023.698374,288.142827
1751079601,0.696507541,0.696507541,0.696507541,107119.485930,107114.778214,471.156499
1751083200,0.749783916,0.749783916,0.749783916,107198.243537,107194.798703,5706.486932
1751086801,0.732385833,0.732385833,0.732385833,107237.634739,107233.764473,-3598.248130
1751090400,0.810591166,0.810591166,0.810591166,107292.388719,107290.384430,2760.195181
1751094008,0.826023750,0.826023750,0.826023750,107387.053737,107385.400897,2729.545809
1751097658,0.858558375,0.858558375,0.858558375,107453.151637,107452.266408,1573.546424
1751101230,0.814622791,0.814622791,0.814622791,107443.437411,107441.499671,-1149.483376
1751104803,0.805875833,0.805875833,0.805875833,107389.427521,107387.290656,-1674.911223
1751108403,0.789860125,0.789860125,0.789860125,107362.937822,107360.421878,-752.252995
1751112003,0.843071333,0.843071333,0.843071333,107360.381815,107359.143451,1743.992254
1751115603,0.842633708,0.842633708,0.842633708,107366.108665,107364.858653,-807.684379
1751119203,0.751060791,0.751060791,0.751060791,107275.147823,107271.718253,-3417.754521
1751122803,0.825404500,0.825404500,0.825404500,107251.276446,107249.635899,1607.989062
1751126403,0.863509916,0.863509916,0.863509916,107290.824538,107290.090612,4077.398203
1751130003,0.870952000,0.870952000,0.870952000,107350.349060,107349.781839,-2328.304908
1751133605,0.899149666,0.899149666,0.899149666,107402.914893,107403.013903,1822.963530
1751137206,0.891085083,0.891085083,0.891085083,107387.370774,107387.279342,-1490.485626
1751140801,0.831430250,0.831430250,0.831430250,107344.401705,107342.887151,-863.648517
1751144406,0.859235458,0.859235458,0.859235458,107280.699304,107279.864816,-448.793864
1751148006,0.869826625,0.869826625,0.869826625,107291.186313,107290.603915,1073.013666
1751151605,0.924358000,0.924358000,0.924358000,107343.102155,107343.818127,179.741724
1751155206,0.890517041,0.890517041,0.890517041,107349.497663,107349.400173,-329.532637
1751158806,0.916794208,0.916794208,0.916794208,107405.082527,107405.604572,624.499182
1751162408,0.879784666,0.879784666,0.879784666,107417.274746,107416.906124,-236.082990
1751166002,0.890034833,0.890034833,0.890034833,107342.646165,107342.538472,-2.150442
1751169604,0.862128333,0.862128333,0.862128333,107302.266852,107301.497479,-123.782468
1751173208,0.887203291,0.887203291,0.887203291,107288.827845,107288.662959,67.822375
1751176807,0.902593208,0.902593208,0.902593208,107291.758681,107291.962567,-267.883445
1751180407,0.940210291,0.940210291,0.940210291,107346.204580,107347.300387,-164.614810
1751184005,0.912351458,0.912351458,0.912351458,107368.627546,107369.050256,-85.567366
1751187608,1.108875416,1.108875416,1.108875416,107526.500454,107531.608164,-1129.603022
1751191201,1.108176333,1.108176333,1.108176333,107754.725174,107759.770461,-1184.033215
1751194810,1.080943000,1.080943000,1.080943000,107998.080754,108002.423770,-2582.787032
1751198402,1.083174875,1.083174875,1.083174875,108159.539444,108163.903734,-2421.741596
1751202010,0.924455666,0.924455666,0.924455666,108211.007938,108211.552673,2124.067297
1751205609,0.866513875,0.866513875,0.866513875,108166.674148,108165.837147,-643.367315
1751209210,0.811601625,0.811601625,0.811601625,108084.832548,108082.694021,-850.136958
1751212802,0.790703125,0.790703125,0.790703125,107971.729141,107969.111671,237.370998
1751216410,0.746386958,0.746386958,0.746386958,107728.475666,107724.843258,-447.876663
1751220010,0.831389416,0.831389416,0.831389416,107569.763470,107568.202864,-181.128538
1751223612,0.940214333,0.940214333,0.940214333,107608.030230,107609.073768,-1055.982088
1751227210,0.875632791,0.875632791,0.875632791,107547.483395,107546.989086,3006.986081
1751230801,0.881471541,0.881471541,0.881471541,107498.441136,107498.096765,308.283795
1751234405,0.955604041,0.955604041,0.955604041,107549.568460,107550.993044,-2290.268738
1751238002,1.280723333,1.280723333,1.280723333,107852.906774,107862.073553,-6581.726203
1751241603,1.350864708,1.350864708,1.350864708,108149.381814,108160.172691,-3834.869519
1751245204,1.325039375,1.325039375,1.325039375,108457.343162,108467.452639,-4871.809158
1751248816,1.117147000,1.117147000,1.117147000,108592.283763,108597.376835,2394.649349
1751252407,1.006332375,1.006332375,1.006332375,108593.971790,108596.404973,253.450362
1751256016,0.928605875,0.928605875,0.928605875,108559.899974,108560.474536,-118.586526
1751259604,0.869169041,0.869169041,0.869169041,108495.091107,108494.252146,1390.152627
1751263204,0.828166250,0.828166250,0.828166250,108376.490145,108374.690837,-10.526611
1751266816,0.824163125,0.824163125,0.824163125,108125.689996,108123.844774,1371.767012
1751270405,0.895151958,0.895151958,0.895151958,107837.101497,107837.017724,240.306093
1751274015,0.862170583,0.862170583,0.862170583,107683.932153,107683.087461,150.558499
1751277606,0.848815916,0.848815916,0.848815916,107631.801870,107630.647092,148.299041
1751281219,0.950926708,0.950926708,0.950926708,107597.208990,107598.511790,-1146.215570
1751284822,1.007755375,1.007755375,1.007755375,107739.645195,107742.283395,-328.507089
1751288421,0.960001041,0.960001041,0.960001041,107703.876702,107705.375952,2725.456633
1751292020,1.086040958,1.086040958,1.086040958,107686.600147,107691.127810,1310.806834
1751295603,1.022804666,1.022804666,1.022804666,107424.208316,107427.270787,18135.961504
1751299239,1.312276916,1.312276916,1.312276916,107314.943098,107324.974756,-18396.243343
1751302808,1.326760791,1.326760791,1.326760791,107462.970205,107473.319870,-1185.076788
1751306400,1.250778875,1.250778875,1.250778875,107590.052849,107598.553532,4632.386372
1751310015,1.243046083,1.243046083,1.243046083,107425.103364,107433.451450,6746.685321
1751313600,1.191581791,1.191581791,1.191581791,107473.267813,107480.371123,-13290.361276
1751317220,1.217488416,1.217488416,1.217488416,107559.875363,107567.583110,8813.726249
1751320802,1.252919041,1.252919041,1.252919041,107429.396424,107437.980602,19003.463013
1751324419,1.282269666,1.282269666,1.282269666,107304.084588,107313.398244,222.403601
1751328017,1.123856375,1.123856375,1.123856375,107209.642504,107215.173129,-666.978677
1751331613,1.141918500,1.141918500,1.141918500,107266.548473,107272.501208,-5352.966579
1751335212,1.134699000,1.134699000,1.134699000,107347.788720,107353.551939,5241.631206
1751338808,1.144801125,1.144801125,1.144801125,107300.298641,107306.313809,7544.580421
1751342431,1.144648500,1.144648500,1.144648500,107227.495513,107233.521578,-4739.532562
1751346050,1.197412916,1.197412916,1.197412916,107130.907732,107138.219461,13572.489093
1751349600,1.466699875,1.466699875,1.466699875,106968.697641,106982.504699,-586.459641
1751353221,1.273599458,1.273599458,1.273599458,106900.776813,106909.963045,2291.827123
1751356829,1.227453375,1.227453375,1.227453375,106964.585057,106972.651021,-5747.334430
1751360429,1.117246583,1.117246583,1.117246583,106903.174900,106908.608184,14006.617204
1751364022,1.071435416,1.071435416,1.071435416,106733.534513,106737.902257,8742.131913
1751367603,1.222514500,1.222514500,1.222514500,106572.118232,106580.144157,1586.517344
1751371215,1.219518375,1.219518375,1.219518375,106562.055720,106570.011750,-4976.631530
1751374846,1.166385333,1.166385333,1.166385333,106523.152929,106529.841547,6723.429576
1751378417,1.316604625,1.316604625,1.316604625,106605.519731,106615.797139,-15841.729360
1751382018,1.717876583,1.717876583,1.717876583,106490.512523,106510.443459,52093.380887
1751385605,1.770518750,1.770518750,1.770518750,106158.353709,106179.614489,-8052.419884
1751389207,1.473670083,1.473670083,1.473670083,106150.154564,106164.292616,-6374.207344
1751392830,1.331400625,1.331400625,1.331400625,106187.989763,106198.705781,-7782.602651
1751396404,1.339725708,1.339725708,1.339725708,106041.729037,106052.674109,29993.145246
1751400018,1.438091000,1.438091000,1.438091000,105765.712804,105779.073846,11516.271403
1751403611,1.503693416,1.503693416,1.503693416,105728.535622,105743.478557,-18416.631387
1751407224,1.275064208,1.275064208,1.275064208,105824.787161,105834.223745,6508.909047
1751410810,1.130667666,1.130667666,1.130667666,105793.032527,105799.009945,7489.021009
1751414436,1.167880916,1.167880916,1.167880916,105637.546895,105644.448528,-1792.154201
1751418004,1.152845708,1.152845708,1.152845708,105617.318013,105623.862847,13541.027432
1751421612,1.043924833,1.043924833,1.043924833,105614.370744,105618.302066,-7707.893406
1751425238,1.040423750,1.040423750,1.040423750,105685.860495,105689.693493,-3611.745457
1751428807,1.277327041,1.277327041,1.277327041,105963.118280,105972.581506,-7414.238170
1751432406,1.159921666,1.159921666,1.159921666,106146.901425,106153.510165,-2428.407470
1751436012,1.169581708,1.169581708,1.169581708,106393.502431,106400.293692,-5089.599351
1751439620,1.145436000,1.145436000,1.145436000,106705.877080,106712.026369,-4967.692045
1751443213,1.047303500,1.047303500,1.047303500,106919.225542,106922.976981,-491.762725
1751446811,1.075920291,1.075920291,1.075920291,107361.150856,107365.500713,-3144.491240
1751450401,1.020992375,1.020992375,1.020992375,107552.306051,107555.299407,699.729727
1751454008,0.974210666,0.974210666,0.974210666,107701.162742,107703.003566,-143.984861
1751457608,0.878264000,0.878264000,0.878264000,107664.627053,107664.172464,1033.284149
1751461209,0.698099083,0.698099083,0.698099083,107468.103362,107463.364120,-1562.242940
1751464810,0.885860166,0.885860166,0.885860166,107583.580449,107583.324377,4415.514797
1751468404,1.011980125,1.011980125,1.011980125,107822.503334,107825.226357,-2063.214079
1751472008,1.051605375,1.051605375,1.051605375,108239.868045,108243.458601,3771.804534
1751475601,1.013770083,1.013770083,1.013770083,108984.523155,108987.056733,8457.675773
1751479206,0.842651125,0.842651125,0.842651125,109182.178509,109180.565701,-1970.084542
1751482806,0.578713416,0.578713416,0.578713416,109298.183282,109290.212768,19117.773275
1751486400,0.546856500,0.546856500,0.546856500,109441.423107,109432.659379,10854.171711
1751490000,0.468432416,0.468432416,0.468432416,109414.769365,109404.128790,-29682.098498
1751493611,0.584244333,0.584244333,0.584244333,109385.259803,109377.404616,26502.709226
1751497212,0.503207333,0.503207333,0.503207333,109318.061854,109308.275218,-23626.230789
1751500813,-0.052981833,-0.052981833,-0.052981833,109097.531802,109074.440732,-21495.351279
1751504405,0.188106666,0.188106666,0.188106666,109007.772838,108990.485844,5708.471108
1751508007,0.345746500,0.345746500,0.345746500,109033.966045,109020.457168,4278.596863
1751511603,0.050315000,0.050315000,0.050315000,108833.644615,108813.085447,-19230.599323
1751515204,0.322947625,0.322947625,0.322947625,108783.071483,108769.065612,-6862.365414
1751518817,0.538041250,0.538041250,0.538041250,108854.145656,108845.287817,11687.310268
1751522416,0.383099541,0.383099541,0.383099541,109091.220413,109078.596558,38742.379924
1751526019,0.123770791,0.123770791,0.123770791,109315.617428,109296.724804,4859.421203
1751529630,0.387406625,0.387406625,0.387406625,109320.472758,109307.906423,-3744.858634
1751533202,0.600353541,0.600353541,0.600353541,109431.713952,109424.236095,2001.436857
1751536804,0.592815625,0.592815625,0.592815625,109740.844843,109733.124250,28574.501749
1751540417,0.675797875,0.675797875,0.675797875,109797.745325,109792.004925,-3757.734389
1751544002,0.795490958,0.795490958,0.795490958,109736.686381,109733.830827,-9517.322769
1751547611,0.867378666,0.867378666,0.867378666,109458.741507,109457.666847,-22227.711622
1751551200,1.166448666,1.166448666,1.166448666,109688.168058,109694.225193,-12531.058327
1751554805,1.009970083,1.009970083,1.009970083,109860.626646,109862.893803,3143.967775
1751558405,0.201329041,0.201329041,0.201329041,109574.079973,109556.997055,-22751.914789
1751562020,0.282889041,0.282889041,0.282889041,109421.582842,109406.487863,7569.658319
1751565618,0.640334125,0.640334125,0.640334125,109504.986989,109498.454011,6423.887530
1751569224,0.746383541,0.746383541,0.746383541,109567.835679,109563.835317,2978.982413
1751572801,0.792165625,0.792165625,0.792165625,109728.346795,109725.413101,4322.513553
1751576401,0.735847625,0.735847625,0.735847625,109846.553240,109842.244273,5295.297980
1751580003,0.559146791,0.559146791,0.559146791,109833.136627,109824.589523,-4886.587182
1751583611,0.572675000,0.572675000,0.572675000,109790.503760,109782.289860,-2481.220423
1751587215,0.494906583,0.494906583,0.494906583,109697.956688,109687.894855,-4459.335800
1751590813,0.542798625,0.542798625,0.542798625,109642.447468,109633.546146,-7197.990115
1751594410,0.588452791,0.588452791,0.588452791,109614.755101,109606.955017,2845.556302
1751598016,0.326056250,0.326056250,0.326056250,109420.516620,109406.457867,-21257.130840
1751601611,0.564657166,0.564657166,0.564657166,109341.372844,109333.056342,4261.845685
1751605200,0.311354375,0.311354375,0.311354375,109232.248025,109217.874081,-15307.380402
1751608801,0.400757875,0.400757875,0.400757875,109162.311859,109150.097586,2059.998148
1751612415,0.385061833,0.385061833,0.385061833,109048.228345,109035.660184,273.147996
1751616019,0.361644833,0.361644833,0.361644833,108935.172460,108922.064902,-22836.782805
1751619615,0.289181875,0.289181875,0.289181875,108848.781378,108833.951987,3789.475579
1751623266,0.514959333,0.514959333,0.514959333,108941.287150,108931.857917,19908.688314
1751626816,0.537689083,0.537689083,0.537689083,108968.463156,108959.574002,-10124.237775
1751630412,0.617288875,0.617288875,0.617288875,109007.686782,109000.700178,337.595219
1751634001,0.569264416,0.569264416,0.569264416,108897.260383,108889.143277,-11991.433973
1751637600,0.031116625,0.031116625,0.031116625,108624.258246,108603.280194,-23635.910938
1751641200,-0.188076708,-0.188076708,-0.188076708,108165.228046,108139.081160,-4141.528935
1751644801,-0.026453250,-0.026453250,-0.026453250,107924.676314,107902.456501,-7850.430874
1751648401,0.158075041,0.158075041,0.158075041,107713.012470,107695.263669,3618.537965
1751652027,0.577563208,0.577563208,0.577563208,107810.503573,107802.802990,6603.948637
1751655617,0.629444375,0.629444375,0.629444375,107759.475527,107753.030297,-9233.699514
1751659217,0.600124750,0.600124750,0.600124750,107572.396735,107565.285250,-596.992975
1751662816,0.788823458,0.788823458,0.788823458,107663.442978,107660.842053,5832.253895
1751666417,0.843755125,0.843755125,0.843755125,107772.602770,107771.298373,4384.819981
1751670024,0.871507416,0.871507416,0.871507416,108028.720191,108028.030625,5741.996724
1751673619,0.790894458,0.790894458,0.790894458,108067.195317,108064.563345,-4250.927817
1751677206,0.822744750,0.822744750,0.822744750,108116.198568,108114.321203,3713.260177
1751680800,0.766089333,0.766089333,0.766089333,108055.015040,108051.790181,-3712.373944
1751684420,0.766420083,0.766420083,0.766420083,108005.001595,108001.794677,2147.260637
1751688001,0.824050125,0.824050125,0.824050125,108129.505242,108127.656544,2217.750973
1751691618,0.844106333,0.844106333,0.844106333,108173.065137,108171.689076,6174.237221
1751695216,0.883592166,0.883592166,0.883592166,108137.345022,108136.923765,190.189121
1751698825,0.897700375,0.897700375,0.897700375,108200.996885,108200.901495,1139.167144
1751702417,0.772828000,0.772828000,0.772828000,108145.327478,108142.246285,-4086.529916
1751706016,0.778297750,0.778297750,0.778297750,108084.551117,108081.613353,227.204957
1751709610,0.759786166,0.759786166,0.759786166,108036.172796,108032.800430,1623.775605
1751713214,0.788932458,0.788932458,0.788932458,108116.322664,108113.633779,104.209250
1751716800,0.797812791,0.797812791,0.797812791,108168.765814,108166.279568,510.261530
1751720408,0.769708958,0.769708958,0.769708958,108122.035509,108118.884117,1636.379949
1751724019,0.787480000,0.787480000,0.787480000,108153.252417,108150.521287,-840.613172
1751727606,0.786896708,0.786896708,0.786896708,108183.987106,108181.235830,971.570938
1751731212,0.748911333,0.748911333,0.748911333,108151.876896,108148.220393,-2793.315160
1751734811,0.681304875,0.681304875,0.681304875,108067.025434,108061.763346,1675.318136
1751738400,0.681807208,0.681807208,0.681807208,108064.777230,108059.527648,-302.911103
1751742010,0.675504833,0.675504833,0.675504833,108046.719572,108041.322345,-527.738536
1751745610,0.641914291,0.641914291,0.641914291,108074.316753,108068.107833,5931.073450
1751749209,0.598827000,0.598827000,0.598827000,108086.897546,108079.652015,-2116.023447
1751752811,0.621141041,0.621141041,0.621141041,108115.002551,108108.286936,-652.519609
1751756413,0.699028916,0.699028916,0.699028916,108151.764212,108146.910554,3726.445515
1751760017,0.709900500,0.709900500,0.709900500,108202.647256,108198.044339,1015.218878
1751763617,0.662230416,0.662230416,0.662230416,108210.153661,108204.405161,-102.275985
1751767209,0.621947250,0.621947250,0.621947250,108191.123931,108184.412441,-145.459073
1751770808,0.756246125,0.756246125,0.756246125,108187.499270,108184.011678,-4517.546989
1751774417,0.849193458,0.849193458,0.849193458,108118.809071,108117.565953,-146.285149
1751778017,0.851317083,0.851317083,0.851317083,108074.039639,108072.856442,-286.409904
1751781612,0.866115500,0.866115500,0.866115500,108042.703040,108041.881272,77.016973
1751785216,0.892463666,0.892463666,0.892463666,108103.549220,108103.347639,704.188648
1751788819,0.864726416,0.864726416,0.864726416,108113.042014,108112.172840,-427.886886
1751792419,0.859335250,0.859335250,0.859335250,108063.917130,108062.928393,-209.075060
